graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger_constant,spectral_gap,spectral_radius,algebraic_connectivity
20251201_scion_isd_CH_combined.txt,628,3676,11.707006369426752,1,28.253687239553933,3.1129636024257614,-0.64776178659929,0.3041004634227077,0.3966670006820168,0.9920634920634921,44.812711673136356,60.54363135399554,0.3721258789649844
20251201_scion_isd_ZA_combined.txt,600,6182,20.606666666666666,1,56.55656715969321,4.1074454862419865,-0.751477667420477,0.1126052690502053,0.6649657686363439,3.1416666666666666,63.70106874265341,77.86328920763212,0.37364930386793227
20251201_scion_isd_BR_combined.txt,8113,38630,9.522987797362259,1,75.37784518201593,3.6358573992350824,-0.42293261670343896,0.018471957533263545,0.3292478237726269,1.1069337442218798,119.02555154033547,147.7331286092057,0.19697541630619303
20251201_scion_isd_FR_combined.txt,1130,3149,5.573451327433628,1,20.707537927682086,2.7371313740788876,-0.4583675118793099,0.07648582838219538,0.26409691416928865,0.8185840707964602,28.193271394292623,41.30881024940996,0.09832225985869374
20251201_scion_isd_AU_combined.txt,1479,5461,7.384719405003381,1,30.930095173851708,2.6618776256190984,-0.6047979341465126,0.09091031556259051,0.2726131589351239,0.9206081081081081,44.09539164102992,61.678363962777674,0.17519496578619892
20251201_scion_isd_CN_combined.txt,516,874,3.387596899224806,1,9.771069524441184,2.218547057124311,-0.39016053034278775,0.011677083723193234,0.06475257062270139,0.3786407766990291,2.3852668226827287,13.692202328081942,0.11442907664277842
20251201.SCION_core_topo.txt,1965,70720,71.9796437659033,1,125.00328990225455,6.864938232980055,-0.3452889603230903,0.36392344590144604,0.6302944960780343,4.379134860050891,153.82986811309172,241.46882330201925,0.1967842464724848
20251201_scion_isd_DE_combined.txt,1927,8033,8.337311883757135,1,33.10526955763121,3.0254399425609826,-0.5247381522050327,0.11156456605408392,0.30274718493981806,0.9105058365758755,53.251169889047496,74.32239412943753,0.13893715735033704
20251201_scion_isd_IN_combined.txt,2744,4586,3.3425655976676385,1,20.123325929849,2.0961513625720216,-0.2744743401198776,0.008337865421696108,0.22103060825839635,0.7361237488626023,16.36345054801822,33.925445745758886,0.13462908910630259
20251201_scion_isd_SG_combined.txt,246,1209,9.829268292682928,1,16.988378292985473,2.8707255923361297,-0.2646697209792902,0.7043077122993957,0.38345821519214146,0.5151515151515151,29.776805316697768,40.27734720689139,0.17011131174118113
20251201_scion_isd_GB_combined.txt,1350,38142,56.50666666666667,1,107.89093065924735,3.0363248443326984,0.24844861279897226,0.9472395495647326,0.32784695427453914,0.7685185185185185,242.6049612049435,266.3597296197096,0.12707714094010392
20251201_scion_isd_NL_combined.txt,850,3209,7.550588235294118,1,24.675835398120885,3.1626412316249883,-0.527958194307663,0.10342313493112987,0.30245324422714237,0.8794117647058823,31.691248374109346,46.4654116003067,0.11162655026075739
20251201_scion_isd_IR_combined.txt,568,853,3.0035211267605635,1,8.996086097101065,2.0717954816418773,-0.3429238674195951,0.009719353662981411,0.061469422667234846,0.6228070175438597,3.8851203123380227,13.4820032709497,0.18232420701797003
20251201_scion_isd_UA_combined.txt,1409,2716,3.8552164655784242,1,14.716639003593352,2.5526813217386852,-0.2756096460643553,0.016091308822153615,0.16313475305631597,0.874113475177305,10.017584444465117,24.127627026278226,0.13545162851757409
20251201_scion_isd_IT_combined.txt,1009,7138,14.148662041625371,1,39.31348054952014,3.6595987038755133,-0.5548745907584145,0.22333487868953794,0.4092727965277688,1.0024752475247525,27.16425698772931,74.15958225859508,0.20844962787689866
20251201_scion_isd_RU_combined.txt,4924,66210,26.892770105605198,1,91.03192522381616,2.937034561567721,-0.32288719857548953,0.7970583035554014,0.40018188393371884,0.9812182741116752,281.678671781018,327.7149307196687,0.26192419280830237
20251201_scion_isd_US_combined.txt,17941,45683,5.0925812385039855,1,53.61828228530577,2.5056703356253514,-0.23545960804108096,0.014551420512585388,0.2590705354762164,0.9659977703455964,29.44045621856887,96.9442431357111,0.010121373684982815
